hike_name,hike_url,difficulty,overall_rating,area,traffic_level,distance,elevation,loop,out_and_back,point_to_point,latitude,longitude,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,backpacking,bird_watching,hike_id
Lake Carolyn Loop,https://www.alltrails.com/trail/us/texas/lake-carolyn-loop?ref=result-card,1,4.5,"Irving, Texas",3,2.8,19.0,1,0,0,32.87007,-96.93576,1,1,0,0,0,1,0,0,0,0,Texashike479
Palo Duro Caves,https://www.alltrails.com/trail/us/texas/palo-duro-caves?ref=result-card,1,4.5,"Canyon, Texas",1,0.9,82.0,0,1,0,34.96834,-101.67779,0,1,0,0,0,0,1,1,0,0,Texashike480
Trammell’s Crossing and 5.5 Mile Spur Trail Loop,https://www.alltrails.com/trail/us/texas/trammells-crossing-and-55-mile-spur-trail-loop?ref=result-card,2,4.0,Pedernales Falls State Park,2,5.8,544.0,1,0,0,30.31226,-98.24543,0,0,0,0,1,0,0,0,0,1,Texashike481
South Salgado Creek Greenway Trail,https://www.alltrails.com/trail/us/texas/south-salgado-creek-greenway-trail?ref=result-card,1,4.5,Covington Park,1,4.4,137.0,0,1,0,29.39832,-98.42512,1,1,0,0,1,0,0,1,0,0,Texashike482
Joe Johnston Route to Overlook Trail,https://www.alltrails.com/trail/us/texas/joe-johnston-route-to-overlook-trail?ref=result-card,2,4.5,Government Canyon State Natural Area,2,6.5,229.0,0,1,0,29.54938,-98.76451,1,1,0,0,0,0,0,0,1,0,Texashike483
Dorgan Sublett Trail,https://www.alltrails.com/trail/us/texas/dorgan-sublett-trail?ref=result-card,1,4.0,Big Bend National Park,1,0.8,59.0,0,1,0,29.15411,-103.57976,0,1,0,0,0,0,1,0,0,1,Texashike484
Eagle Point Trail,https://www.alltrails.com/trail/us/texas/eagle-point-trail?ref=result-card,2,4.0,Caprock Canyons State Park & Trailway,1,4.3,449.0,0,1,0,34.41987,-101.0572,1,1,0,0,1,0,0,0,0,0,Texashike485
Tyler State Park Loop,https://www.alltrails.com/trail/us/texas/tyler-state-park-loop?ref=result-card,2,4.0,Tyler State Park,2,8.5,856.0,1,0,0,32.47251,-95.29906,1,0,0,0,0,0,0,0,0,1,Texashike486
Veloway Park trail,https://www.alltrails.com/trail/us/texas/veloway-park-trail?ref=result-card,1,4.5,Slaughter Creek Metropolitan Park,2,3.0,108.0,1,0,0,30.18799,-97.8711,0,1,0,0,0,0,1,0,0,0,Texashike487
Little Lake Creek Wilderness,https://www.alltrails.com/trail/us/texas/little-lake-creek-wilderness?ref=result-card,2,3.5,Sam Houston National Forest,2,7.7,433.0,0,1,0,30.48258,-95.7126,1,0,0,0,1,0,1,0,0,0,Texashike488
"Tonkawa, Buckeye and Roadrunner Loop",https://www.alltrails.com/trail/us/texas/tonkawa-buckete-roadrunner-loop?ref=result-card,2,4.5,Spring Lake Reserve,2,4.0,387.0,1,0,0,29.89534,-97.92896,1,1,0,0,1,0,1,1,0,1,Texashike489
Indian Head Trail,https://www.alltrails.com/trail/us/texas/indian-head-trail?ref=result-card,1,4.0,Big Bend National Park,1,1.9,95.0,1,0,0,29.33277,-103.50682,0,1,0,0,0,0,0,0,0,0,Texashike490
"Bamberger, Golden-cheeked Warbler, Little Bluestem Loop",https://www.alltrails.com/trail/us/texas/bamberger-golden-cheeked-warbler-little-bluestem-loop?ref=result-card,1,4.5,Guadalupe River State Park,2,4.9,255.0,1,0,0,29.88535,-98.49658,1,1,0,0,1,0,1,1,0,1,Texashike491
Mule Ear Spring,https://www.alltrails.com/trail/us/texas/mule-ear-spring?ref=result-card,1,4.0,Big Bend National Park,2,3.9,410.0,0,1,0,29.16661,-103.4351,0,0,0,0,0,0,0,0,0,1,Texashike492
Blunn Creek Greenbelt Trail,https://www.alltrails.com/trail/us/texas/blunn-creek-greenbelt-trail?ref=result-card,1,4.0,Blunn Creek Nature Preserve,1,1.0,82.0,1,0,0,30.23349,-97.74849,0,1,0,0,0,0,0,0,0,0,Texashike493
Trailhead 3 and Little Lake Creek Wilderness Loop,https://www.alltrails.com/trail/us/texas/trailhead-3-and-little-lake-creek-wilderness-loop?ref=result-card,2,4.0,Little Lake Creek Wilderness,2,7.27,331,1,0,0,30.50631,-95.71698,1,0,1,0,0,0,0,1,1,1,Texashike494
"Cedar Chopper, Dogleg Canyon, Fourth Path, Gorman Falls and Gorman Springs Trail ",https://www.alltrails.com/trail/us/texas/cedar-chopper-bootleg-canyon-fourth-path-gorman-falls-gorman-spring?ref=result-card,2,4.5,Colorado Bend State Park,2,6.4,554.0,1,0,0,31.04109,-98.48531,0,0,0,0,1,0,1,1,0,1,Texashike495
Landa Park Loop,https://www.alltrails.com/trail/us/texas/landa-park-loop?ref=result-card,1,4.0,Landa Park,2,1.2,19.0,1,0,0,29.70948,-98.13645,1,1,0,0,0,1,1,0,0,1,Texashike496
Upper Canyon and Lower Canyon Loop,https://www.alltrails.com/trail/us/texas/caprock-canyon-upper-canyon-lower-canyon-loop?ref=result-card,2,5.0,Caprock Canyons State Park & Trailway,1,12.2,1256.0,1,0,0,34.4419,-101.05457,1,0,0,0,0,0,1,0,1,0,Texashike497
Taychas Trail,https://www.alltrails.com/trail/us/texas/taychas-trail?ref=result-card,1,3.5,Limestone Quarry Park,2,2.5,95.0,0,1,0,33.12913,-96.74166,1,1,0,0,1,0,0,0,0,0,Texashike498
Frio Canyon Trail,https://www.alltrails.com/trail/us/texas/frio-canyon-trail--2?ref=result-card,2,4.5,Garner State Park,2,3.3,111.0,1,0,0,29.58984,-99.74217,1,0,0,0,0,0,0,0,0,1,Texashike499
Arbor Hills Nature Preserve Short Loop,https://www.alltrails.com/trail/us/texas/arbor-hills-nature-preserve-short-loop?ref=result-card,1,4.5,Arbor Hills Nature Preserve,2,0.7,49.0,1,0,0,33.04825,-96.8481,1,1,0,0,0,0,0,0,0,1,Texashike500
Cresent Bend Nature Park,https://www.alltrails.com/trail/us/texas/cresent-bend-nature-park?ref=result-card,1,4.0,"Schertz, Texas",1,1.6,19.0,1,0,0,29.55031,-98.23275,0,1,0,0,1,0,1,1,0,1,Texashike501
Leon Creek Greenway: North from Grissom Road,https://www.alltrails.com/trail/us/texas/leon-creek-greenway-north-from-grissom-road?ref=result-card,1,4.5,"San Antonio, Texas",3,11.9,341.0,0,0,1,29.48268,-98.6333,1,1,0,0,0,0,1,0,0,0,Texashike502
Rio Grande Village Drive,https://www.alltrails.com/trail/us/texas/rio-grande-village-drive?ref=result-card,1,4.0,Big Bend National Park,2,20.3,416.0,0,0,1,29.32833,-103.20585,0,1,0,0,0,0,1,0,0,1,Texashike503
Hoblitzelle Park Trail,https://www.alltrails.com/trail/us/texas/hoblitzelle-park-trail?ref=result-card,1,4.0,Hoblitzelle Park,1,3.1,154.0,1,0,0,33.07504,-96.70514,1,1,0,0,1,0,0,0,0,0,Texashike504
Southwest Nature Preserve,https://www.alltrails.com/trail/us/texas/southwest-nature-preserve?ref=result-card,1,4.5,Southwest Nature Preserve,1,0.9,75.0,1,0,0,32.66271,-97.22312,1,1,0,0,0,1,1,1,0,1,Texashike505
40 Acre Lake Trail,https://www.alltrails.com/trail/us/texas/40-acre-lake-trail?ref=result-card,1,4.5,Brazos Bend State Park,2,1.4,26.0,1,0,0,29.37028,-95.62803,1,1,0,0,0,1,1,1,0,1,Texashike506
Palisades Canyon to Crazy Cat Loop,https://www.alltrails.com/trail/us/texas/palisades-canyon-to-crazy-cat?ref=result-card,1,4.5,Arroyo Park,2,2.8,518.0,1,0,0,31.78859,-106.48709,0,0,0,0,0,0,0,1,0,0,Texashike507
Lakewood Crossing Park Trail,https://www.alltrails.com/trail/us/texas/lakewood-crossing-park-trail?ref=result-card,1,4.5,Lakewood Crossing Park,2,4.2,75.0,1,0,0,29.97795,-95.58885,1,1,0,0,0,0,0,0,0,0,Texashike508
San Gabriel Park Loop,https://www.alltrails.com/trail/us/texas/san-gabriel-loop-trail?ref=result-card,1,4.0,San Gabriel Park,3,1.68,66,1,0,0,30.65222,-97.66537,1,1,0,0,1,0,0,0,0,0,Texashike509
Keith Weiss Loop Trail,https://www.alltrails.com/trail/us/texas/keith-weiss-loop-trail?ref=result-card,1,4.0,Keith Weiss Park,2,1.9,22.0,1,0,0,29.89002,-95.35334,1,1,0,0,0,0,0,1,0,1,Texashike510
Lone Star Hiking Trail: Huntsville Section,https://www.alltrails.com/trail/us/texas/lone-star-hiking-trail-huntsville-section?ref=result-card,1,4.5,"Huntsville, Texas",1,6.5,341.0,0,0,1,30.64998,-95.51044,0,0,0,0,0,1,0,1,0,0,Texashike511
Trinity Forest Trail,https://www.alltrails.com/trail/us/texas/trinity-forest-trail?ref=result-card,1,4.5,Great Trinity Forest,2,16.8,200.0,0,1,0,32.70597,-96.73763,1,1,0,0,1,1,0,0,0,0,Texashike512
"Blue, Orange, and Red Trail",https://www.alltrails.com/trail/us/texas/blue-orange-and-red-trail?ref=result-card,1,4.5,Memorial Park,2,3.3,65.0,1,0,0,29.76473,-95.44137,0,0,0,0,0,0,0,0,0,1,Texashike513
Scenic Overlook Trail,https://www.alltrails.com/trail/us/texas/scenic-overlook-trail?ref=result-card,2,4.0,"Bastrop, Texas",2,3.5,298.0,0,1,0,30.11132,-97.26921,1,1,0,0,0,0,0,0,0,0,Texashike514
Reimer's Ranch Lower River Trail,https://www.alltrails.com/trail/us/texas/milton-reimers-ranch-river-trail?ref=result-card,1,4.5,Milton Reimers Ranch Park,2,1.9,144.0,1,0,0,30.3641,-98.12369,0,0,0,0,1,0,0,0,0,1,Texashike515
Lower Comanche Trail,https://www.alltrails.com/trail/us/texas/lower-comanche-trail?ref=result-card,2,4.5,Palo Duro Canyon State Park,1,8.1,1128.0,0,1,0,34.96592,-101.67269,0,0,0,0,0,0,0,0,0,0,Texashike516
Galveston Island State Park Trail,https://www.alltrails.com/trail/us/texas/galveston-island-state-park-trail?ref=result-card,1,3.5,Galveston Island State Park,2,2.7,6.0,1,0,0,29.20071,-94.96199,1,1,0,0,0,1,0,1,0,1,Texashike517
Boyles Bump and 24 Creek Bottom Loop Trail,https://www.alltrails.com/trail/us/texas/boyles-bump-and-24-creek-bottom-loop-trail?ref=result-card,2,4.0,Hill Country State Natural Area,1,9.07,1161,1,0,0,29.63443,-99.1841,1,0,0,0,0,0,1,1,0,1,Texashike518
Lavon Lake Via Trinity Trail,https://www.alltrails.com/trail/us/texas/lavon-lake-via-trinity-trail?ref=result-card,1,4.0,Highland Park,1,4.5,141.0,0,1,0,33.10808,-96.54065,1,1,0,0,0,1,0,1,0,0,Texashike519
Trinity River Audubon Center Trail,https://www.alltrails.com/trail/us/texas/trinity-river-audubon-center-trail?ref=result-card,1,4.0,Trinity River Audubon Center,0,2.5,72.0,0,1,0,32.70487,-96.7062,0,1,0,0,1,0,0,1,0,1,Texashike520
Mule Ears - Smoky Creek Trail,https://www.alltrails.com/trail/us/texas/mule-ears-smoky-creek-trail?ref=result-card,2,3.5,Big Bend National Park,1,7.0,951.0,0,1,0,29.16633,-103.43552,0,0,0,0,1,0,1,1,0,1,Texashike521
Northaven Trail,https://www.alltrails.com/trail/us/texas/northaven-trail?ref=result-card,1,4.5,"Dallas, Texas",1,4.3,134.0,0,1,0,32.90084,-96.80434,1,1,0,0,0,0,0,0,0,1,Texashike522
Arroyo Vista Loop,https://www.alltrails.com/trail/us/texas/arroyo-vista-loop?ref=result-card,1,4.5,Wild Basin Wilderness Park,2,0.62,43,1,0,0,30.31057,-97.8242,0,0,0,0,0,0,0,0,0,1,Texashike523
Joe Johnston Route Loop,https://www.alltrails.com/trail/us/texas/joe-johnston-route-loop?ref=result-card,2,4.5,Government Canyon State Natural Area,2,9.0,541.0,1,0,0,29.54816,-98.76487,0,0,0,0,0,0,0,0,0,0,Texashike524
Wilderness and Twin Peaks Trails ,https://www.alltrails.com/trail/us/texas/wilderness-and-twin-peaks-trails?ref=result-card,2,4.5,Hill Country State Natural Area,0,3.7,492.0,1,0,0,29.63425,-99.18411,1,0,1,0,0,0,0,1,0,0,Texashike525
Possum Kingdom Johnson Peak Loop,https://www.alltrails.com/trail/us/texas/possum-kingdom-johnson-peak-loop?ref=result-card,2,4.5,Possum Kingdom State Park,2,4.8,505.0,1,0,0,32.88795,-98.46719,0,0,0,0,0,0,1,0,0,1,Texashike526
West Loop to Trammel Davis Road,https://www.alltrails.com/trail/us/texas/west-loop-to-trammel-davis-road?ref=result-card,1,4.5,River Legacy Park,2,3.8,49.0,1,0,0,32.79339,-97.11705,1,0,0,0,1,0,0,0,0,0,Texashike527
Purple and Yellow Trail Loop,https://www.alltrails.com/trail/us/texas/purple-and-yellow-trail-loop?ref=result-card,1,4.0,Memorial Park,0,2.8,62.0,1,0,0,29.76463,-95.44137,1,1,0,0,0,0,0,0,0,0,Texashike528
Lone Wolf and The Dam Drop Trail Loop,https://www.alltrails.com/trail/us/texas/lone-wolf-and-the-dam-drop-trail-loop?ref=result-card,1,4.5,Marion Sansom Park,1,5.8,636.0,1,0,0,32.79573,-97.41336,1,0,0,0,0,1,0,1,0,0,Texashike529
Glenn Spring OHV Trail,https://www.alltrails.com/trail/us/texas/glenn-spring-trail?ref=result-card,2,4.0,Big Bend National Park,1,25.1,853.0,0,0,1,29.27066,-103.15091,0,0,0,0,0,0,1,0,0,1,Texashike530
Baldwin and Bear Lake Valley Jeep Trail Loop,https://www.alltrails.com/trail/us/texas/baldwin-and-bear-lake-valley-jeep-trail-loop?ref=result-card,1,4.0,"Austin, Texas",1,3.1,144.0,1,0,0,30.185,-97.92387,1,1,0,0,0,1,0,1,0,0,Texashike531
Baldy Peak-Mount Livermore,https://www.alltrails.com/trail/us/texas/baldy-peak-mount-livermore?ref=result-card,3,4.5,Davis Mountains Preserve,0,8.4,2204.0,0,1,0,30.66067,-104.16171,0,0,0,0,0,0,0,1,0,0,Texashike532
Old CCC Trail,https://www.alltrails.com/trail/us/texas/old-ccc-trail?ref=result-card,2,4.5,Davis Mountains State Park,1,5.78,961,1,0,0,30.59662,-103.92937,1,1,0,0,0,0,1,0,0,1,Texashike533
Belton Dam Trail,https://www.alltrails.com/trail/us/texas/belton-dam-trail?ref=result-card,1,4.5,Miller Spring Park,2,3.2,278.0,1,0,0,31.11613,-97.46907,0,0,0,0,0,0,0,0,0,1,Texashike534
"Dante's, Lower Purgatory Creek and Blue Trail Loop",https://www.alltrails.com/trail/us/texas/dantes-lower-purgatory-creek-and-blue-trail-loop?ref=result-card,1,4.0,Purgatory Creek Greenspace,1,2.7,141.0,1,0,0,29.86574,-97.96417,1,1,0,0,0,0,0,1,0,1,Texashike535
Phillip McDougal Trail,https://www.alltrails.com/trail/us/texas/phillip-mcdougal-trail?ref=result-card,1,4.5,Spring Lake Park,2,1.7,39.0,1,0,0,33.45905,-94.05598,1,1,0,0,0,1,0,0,0,0,Texashike536
Rio Grande Riverpark and Trail System,https://www.alltrails.com/trail/us/texas/rio-grande-riverpark-and-trail-system?ref=result-card,1,4.0,Valley Creek Park,1,21.0,62.0,0,1,0,31.85093,-106.60679,1,1,0,0,0,0,1,1,0,1,Texashike537
Lockhart State Park Trails,https://www.alltrails.com/trail/us/texas/lockhart-state-park-trails?ref=result-card,1,4.0,Lockhart State Park,1,2.6,278.0,1,0,0,29.85073,-97.69997,1,1,1,0,0,0,1,1,0,0,Texashike538
Cedar Bayou Trail,https://www.alltrails.com/trail/us/texas/cedar-bayou-trail?ref=result-card,2,4.5,Cedar Bayou Publice Use Area,2,1.4,124.0,0,1,0,33.84097,-96.84786,0,0,0,0,0,0,0,0,0,1,Texashike539
Eastex Frontage Road to Spring Creek Canoe Launch Trail,https://www.alltrails.com/trail/us/texas/eastex-frontage-road-to-spring-creek-canoe-launch-trail?ref=result-card,2,4.5,"Humble, Texas",2,5.72,98,0,1,0,30.02482,-95.26083,0,0,0,0,0,0,0,0,0,1,Texashike540
Pine Ridge Loop,https://www.alltrails.com/trail/us/texas/pine-ridge-loop?ref=result-card,2,4.0,McKinney Roughs Nature Park,0,4.0,295.0,1,0,0,30.1403,-97.45945,1,0,0,0,1,0,0,1,0,0,Texashike541
Austin State Capitol Walking Tour,https://www.alltrails.com/trail/us/texas/austin-state-capitol-walking-tour?ref=result-card,1,4.0,"Austin, Texas",2,3.4,180.0,1,0,0,30.27253,-97.74088,1,1,0,0,0,0,0,0,0,0,Texashike542
Waterloo Lake Trail,https://www.alltrails.com/trail/us/texas/waterloo-lake-trail?ref=result-card,1,4.5,"Denison, Texas",2,1.5,55.0,1,0,0,33.74655,-96.56975,1,1,0,0,0,1,0,0,0,0,Texashike543
Burroughs Park Western Trail Loop,https://www.alltrails.com/trail/us/texas/burroughs-park-western-trail-loop?ref=result-card,1,4.0,Roy Campbell Burrough Park,1,2.2,45.0,1,0,0,30.13828,-95.57624,1,1,0,0,0,0,1,1,0,0,Texashike544
O.P. Schnabel Park Outer Loop,https://www.alltrails.com/trail/us/texas/op-schnabel-park-outer-boundary-loop?ref=result-card,1,4.5,O.P. Schnabel Park,3,4.72,187,1,0,0,29.5369,-98.64143,1,1,0,0,1,0,1,0,0,0,Texashike545
Jacob’s Well,https://www.alltrails.com/trail/us/texas/jacobs-well?ref=result-card,1,4.0,"Wimberley, Texas",1,0.9,88.0,0,1,0,30.03827,-98.12791,0,0,0,0,0,0,0,0,0,0,Texashike546
Canyon of the Eagles Loop Trail,https://www.alltrails.com/trail/us/texas/canyon-of-the-eagles-loop-trail?ref=result-card,1,4.0,"Burnet, Texas",2,3.3,114.0,1,0,0,30.88109,-98.43796,0,1,1,0,0,1,1,1,0,1,Texashike547
Trinity River Trail (Eastside),https://www.alltrails.com/trail/us/texas/trinity-river-trail-eastside?ref=result-card,1,4.5,Maddox Park,2,13.6,344.0,0,0,1,32.66461,-97.44783,1,1,0,0,1,0,1,0,0,1,Texashike548
Dog Canyon Trail,https://www.alltrails.com/trail/us/texas/dog-canyon-trail?ref=result-card,1,4.0,Big Bend National Park,1,4.3,272.0,0,1,0,29.61909,-103.14198,0,1,0,0,0,0,0,1,0,0,Texashike549
Possum Kingdom Trails Phase III,https://www.alltrails.com/trail/us/texas/possum-kingdom-trails-phase-iii?ref=result-card,2,4.5,Possum Kingdom State Park,2,6.6,544.0,1,0,0,32.88388,-98.51642,0,0,0,0,0,0,0,0,0,1,Texashike550
West Fork Trinity River Short Hike,https://www.alltrails.com/trail/us/texas/west-fork-trinity-river-short-hike?ref=result-card,1,4.5,"Arlington, Texas",2,1.9,52.0,0,1,0,32.79155,-97.11206,1,1,0,0,1,0,0,0,0,1,Texashike551
Cardinal and Blue Jay Trails Loop,https://www.alltrails.com/trail/us/texas/cardinal-and-blue-jay-trails-loop?ref=result-card,1,4.0,Terry Hershey Park,2,2.3,26.0,1,0,0,29.78095,-95.62453,1,1,0,0,1,0,1,0,0,0,Texashike552
Rough Hollow Lakeside Trail,https://www.alltrails.com/trail/us/texas/rough-hollow-lakeside-trail?ref=result-card,2,4.0,"Austin, Texas",0,5.0,534.0,0,1,0,30.35995,-98.00028,0,0,0,1,1,0,0,0,0,0,Texashike553
Bull Canyon Trail,https://www.alltrails.com/trail/us/texas/bull-canyon-trail?ref=result-card,1,4.0,Copper Breaks State Park,1,10.4,456.0,1,0,0,34.11791,-99.75789,1,1,0,0,0,1,1,0,0,1,Texashike554
Memorial Park Purple and Green Loop,https://www.alltrails.com/trail/us/texas/memorial-park-purple-green-loop?ref=result-card,2,4.5,Memorial Park,2,4.7,75.0,1,0,0,29.76521,-95.44529,0,0,0,0,1,0,0,1,0,1,Texashike555
Reimer's Ranch Upper River Trail,https://www.alltrails.com/trail/us/texas/reimers-ranch-upper-river-trail?ref=result-card,1,4.5,Milton Reimers Ranch Park,2,2.5,108.0,1,0,0,30.369,-98.12931,0,1,0,0,1,0,1,1,0,1,Texashike556
Rowlett Creek Loop,https://www.alltrails.com/trail/us/texas/rowlett-creek-loop?ref=result-card,2,4.0,Rowlett Creek Preserve,0,5.6,32.0,1,0,0,32.92,-96.59483,1,1,0,0,0,0,0,0,0,0,Texashike557
Sheldon Lake State Park Nature Loop,https://www.alltrails.com/trail/us/texas/sheldon-lake-state-park-nature-loop?ref=result-card,1,4.5,Sheldon Lake State Park and Environmental Learning Center,2,1.8,6.0,1,0,0,29.85872,-95.16085,0,1,0,0,1,0,1,1,0,1,Texashike558
Overlook Park,https://www.alltrails.com/trail/us/texas/overlook-park?ref=result-card,1,4.0,Overlooks Park,2,0.6,65.0,1,0,0,29.86242,-98.19593,0,1,0,0,1,0,0,0,0,1,Texashike559
Arcadia Trail,https://www.alltrails.com/trail/us/texas/arcadia-trail?ref=result-card,1,4.0,Arcadia Park,1,5.0,85.0,1,0,0,32.88908,-97.27809,1,1,0,0,0,0,0,0,0,0,Texashike560
Rose Rudman and Southside Trail,https://www.alltrails.com/trail/us/texas/rose-rudman-and-southside-trail?ref=result-card,1,4.5,Rose Rudman Park,3,3.73,33,1,0,0,32.29635,-95.29554,1,1,0,0,0,0,1,0,0,1,Texashike561
"Wilderness, Ice Cream, Spring Hill, Bandera Creek Trail ",https://www.alltrails.com/trail/us/texas/wilderness-ice-cream-spring-hill-bandera-creek-trail?ref=result-card,2,4.5,Hill Country State Natural Area,0,6.4,570.0,1,0,0,29.63417,-99.18463,1,0,1,0,0,0,0,1,0,0,Texashike562
Circle C Slaughter Creek Trail,https://www.alltrails.com/trail/us/texas/circle-c-slaughter-creek-trail--2?ref=result-card,1,4.5,Slaughter Creek Metropolitan Park,0,1.4,32.0,1,0,0,30.20242,-97.8854,1,1,0,0,0,0,0,1,0,0,Texashike563
Cinco Tinajas Loop,https://www.alltrails.com/trail/us/texas/cinco-tinajas-loop?ref=result-card,1,4.5,Big Bend Ranch State Park,1,1.3,157.0,1,0,0,29.47867,-103.97448,0,0,0,0,0,0,0,0,0,0,Texashike564
Cross Hill Loop Trail,https://www.alltrails.com/trail/us/texas/cross-hill-loop-trail?ref=result-card,2,4.5,Castroville Regional Park,1,2.1,229.0,1,0,0,29.33986,-98.88424,1,1,0,0,1,0,1,1,0,0,Texashike565
Twin Creeks Historic Park Trail,https://www.alltrails.com/trail/us/texas/twin-creeks-historic-park-trail?ref=result-card,1,4.5,Twin Creeks Historic Park,0,2.2,160.0,0,1,0,30.45247,-97.85041,0,0,0,0,0,0,0,0,0,0,Texashike566
Meridian Lake Loop Trail,https://www.alltrails.com/trail/us/texas/meridian-lake-loop-trail?ref=result-card,1,4.0,Meridian State Park,2,3.5,160.0,1,0,0,31.89162,-97.70153,1,1,1,0,0,1,1,1,0,1,Texashike567
Red Oak and Bear Grass Loop,https://www.alltrails.com/trail/us/texas/red-oak-and-bear-grass-loop?ref=result-card,1,4.0,Crownridge Canyon Natural Area,2,1.9,157.0,1,0,0,29.61633,-98.6306,0,0,0,0,0,0,1,0,0,1,Texashike568
Juniper Cliffside Trail to Sunflower Trail Loop,https://www.alltrails.com/trail/us/texas/juniper-cliffside-trail-to-sunflower-trail-loop?ref=result-card,2,4.5,Palo Duro Canyon State Park,0,3.7,190.0,1,0,0,34.95121,-101.66772,0,0,0,0,0,0,0,1,0,0,Texashike569
Lanana Creek Trail,https://www.alltrails.com/trail/us/texas/lanana-creek-trail?ref=result-card,1,4.5,"Nacogdoches, Texas",1,8.2,127.0,0,1,0,31.60126,-94.64841,1,1,0,0,0,0,1,0,0,1,Texashike570
Vitruvian Park and Brookhaven Running Track Loop,https://www.alltrails.com/trail/us/texas/vitruvian-park-and-brookhaven-running-track-loop?ref=result-card,1,4.0,Vitruvian Park,1,2.8,68.0,1,0,0,32.93374,-96.85072,1,1,0,0,0,1,0,0,0,0,Texashike571
Old Maverick OHV Route,https://www.alltrails.com/trail/us/texas/old-maverick-road?ref=result-card,1,4.0,Big Bend National Park,1,12.61,194,0,0,1,29.29385,-103.49492,0,0,0,0,0,0,0,0,0,0,Texashike572
"Blue, Red, Orange, Yellow Route Loop",https://www.alltrails.com/trail/us/texas/blue-red-orange-yellow-route-loop?ref=result-card,2,4.0,Greenway Primitive Trails at Bee Cave,2,2.9,272.0,1,0,0,30.31946,-97.9956,0,0,0,0,0,0,0,1,0,0,Texashike573
Lake Bryan Trail,https://www.alltrails.com/trail/us/texas/lake-bryan-trail?ref=result-card,2,4.0,Lake Bryan Park,2,11.2,423.0,1,0,0,30.70496,-96.46668,0,0,1,0,0,1,0,0,0,0,Texashike574
Ray Roberts Lake and Lost Pines Trail,https://www.alltrails.com/trail/us/texas/ray-roberts-lake-and-lost-pines-trail?ref=result-card,1,4.5,Ray Roberts Lake State Park,2,0.9,42.0,1,0,0,33.36611,-97.01121,1,1,0,0,0,1,1,1,0,1,Texashike575
Madrone Trail Loop,https://www.alltrails.com/trail/us/texas/madrone-trail-loop?ref=result-card,1,4.0,Canyon Park,0,1.0,72.0,1,0,0,29.9048,-98.22951,1,1,0,0,0,0,0,0,0,0,Texashike576
Stone Oak Trail ,https://www.alltrails.com/trail/us/texas/stone-oak-trail?ref=result-card,1,4.5,Stone Oak Park,2,1.2,39.0,1,0,0,29.64675,-98.46892,1,1,0,0,0,0,0,0,0,1,Texashike577
Big Creek Loop Trail,https://www.alltrails.com/trail/us/texas/big-creek-loop-trail?ref=result-card,1,4.5,Brazos Bend State Park,2,3.6,49.0,1,0,0,29.37941,-95.60813,1,1,0,0,0,0,0,0,0,1,Texashike578
Mount Franklin from McKelligon Canyon,https://www.alltrails.com/trail/us/texas/mount-franklin-from-mckelligon-canyon?ref=result-card,3,4.0,McKelligon Canyon City Park Area,1,3.8,1456.0,0,1,0,31.8437,-106.4914,0,0,0,0,0,0,1,1,0,1,Texashike579
Cedar Sage and Barred Owl Loop Trail,https://www.alltrails.com/trail/us/texas/cedar-sage-and-barred-owl-loop-trail?ref=result-card,1,4.0,Guadalupe River State Park,1,0.7,26.0,1,0,0,29.87428,-98.48582,1,1,0,0,1,0,1,0,0,1,Texashike580
Tejas and Bear Canyon Loop to the Bowl Trail,https://www.alltrails.com/trail/us/texas/tejas-and-bear-canyon-loop-to-the-bowl-trail?ref=result-card,3,4.5,Guadalupe Mountains National Park,1,9.8,2696.0,1,0,0,31.89363,-104.82258,0,0,1,0,0,0,1,1,0,0,Texashike581
Gateway Park West Loop,https://www.alltrails.com/trail/us/texas/gateway-park-west-loop?ref=result-card,1,4.0,Gateway Park,2,3.8,101.0,1,0,0,32.76024,-97.27786,0,0,0,1,1,0,0,0,0,1,Texashike582
Bush Hill via Hillview Nature Trail,https://www.alltrails.com/trail/us/texas/bush-hill-via-hillview-nature-trail?ref=result-card,1,3.5,Eisenhower Park,1,2.0,177.0,0,1,0,29.62269,-98.57387,1,1,0,0,0,0,0,0,0,0,Texashike583
The Bowl and Hunter Peak via Frijole and Bear Canyon Trails,https://www.alltrails.com/trail/us/texas/the-bowl-and-hunter-peak-via-frijole-and-bear-canyon-trails?ref=result-card,3,4.5,Guadalupe Mountains National Park,2,8.4,3067.0,1,0,0,31.89618,-104.82768,0,0,0,0,0,0,0,0,0,1,Texashike584
Pileated Trail,https://www.alltrails.com/trail/us/texas/pileated-trail?ref=result-card,1,4.5,Stephen F. Austin State Park,2,1.4,9.0,0,1,0,29.81435,-96.10915,1,1,0,0,1,0,0,1,0,1,Texashike585
Ranger Loop,https://www.alltrails.com/trail/us/texas/ranger-loop?ref=result-card,1,4.0,Northwest Community Park,2,2.8,72.0,1,0,0,33.19866,-96.86815,1,1,0,0,0,0,1,1,0,0,Texashike586
Purgatory Creek Blue Trail Loop,https://www.alltrails.com/trail/us/texas/purgatory-creek-blue-trail-loop?ref=result-card,1,4.5,Purgatory Creek Greenspace,1,1.0,55.0,1,0,0,29.87497,-97.96024,1,1,0,0,0,0,0,0,0,0,Texashike587
