hike_id,variable,value
Texashike61,user30955,5
Texashike129,user30955,3
Texashike98,user30955,2
Texashike20,user26308,5
Texashike20,user8815,4
Texashike488,user8815,4
Texashike142,user8815,4
Texashike41,user33,5
Texashike20,user33,5
Texashike214,user33,5
Texashike148,user30784,3
Texashike166,user30784,5
Texashike169,user30784,4
Texashike20,user30784,5
Texashike132,user30784,3
Texashike20,user16950,1
Texashike20,user4352,4
Texashike117,user4352,5
Texashike129,user4352,5
Texashike285,user4352,5
Texashike25,user8124,4
Texashike148,user8124,4
Texashike20,user8124,4
Texashike34,user8124,3
Texashike117,user8124,4
Texashike146,user8124,3
Texashike25,user850,5
Texashike20,user850,5
Texashike34,user850,4
Texashike129,user850,5
Texashike583,user850,5
Texashike680,user850,3
Texashike690,user850,5
Texashike212,user14880,5
Texashike20,user14880,5
Texashike74,user14880,5
Texashike214,user14880,5
Texashike434,user14880,5
Texashike25,user27776,5
Texashike20,user27776,5
Texashike565,user27776,4
Texashike593,user27776,4
Texashike568,user27776,5
Texashike264,user27776,5
Texashike20,user30766,4
Texashike214,user30766,4
Texashike285,user30766,4
Texashike138,user18227,4
Texashike25,user18227,4
Texashike20,user18227,3
Texashike89,user18227,4
Texashike196,user18227,4
Texashike214,user18227,3
Texashike129,user18227,3
Texashike254,user18227,3
Texashike459,user18227,5
Texashike146,user18227,4
Texashike502,user18227,4
Texashike370,user18227,3
Texashike375,user18227,4
Texashike147,user18227,3
Texashike434,user18227,2
Texashike620,user18227,4
Texashike482,user18227,4
Texashike476,user18227,4
Texashike414,user18227,4
Texashike717,user18227,2
Texashike690,user18227,3
Texashike702,user18227,3
Texashike736,user18227,5
Texashike20,user7973,5
Texashike20,user10209,4
Texashike20,user28435,4
Texashike20,user14744,5
Texashike459,user14744,5
Texashike258,user14744,5
Texashike476,user14744,5
Texashike281,user14744,5
Texashike617,user1028,5
Texashike169,user1028,5
Texashike212,user1028,5
Texashike20,user1028,5
Texashike74,user1028,5
Texashike453,user1028,5
Texashike301,user1028,5
Texashike98,user1028,3
Texashike367,user1028,5
Texashike20,user1250,4
Texashike310,user1250,5
Texashike340,user1250,4
Texashike212,user25865,5
Texashike20,user25865,5
Texashike74,user25865,5
Texashike20,user4246,1
Texashike399,user14076,5
Texashike166,user14076,5
Texashike20,user14076,5
Texashike34,user14076,5
Texashike328,user14076,5
Texashike129,user14076,5
Texashike146,user14076,5
Texashike423,user14076,5
Texashike620,user14076,5
Texashike803,user14076,5
Texashike20,user3950,5
Texashike34,user3950,5
Texashike747,user26144,4
Texashike20,user26144,5
Texashike702,user26144,4
Texashike20,user1899,5
Texashike25,user19358,5
Texashike212,user19358,5
Texashike20,user19358,5
Texashike98,user19358,5
Texashike419,user19358,5
Texashike20,user12753,5
Texashike301,user12753,5
Texashike25,user27787,3
Texashike212,user27787,4
Texashike20,user27787,5
Texashike949,user27787,3
Texashike301,user27787,3
Texashike214,user27787,3
Texashike258,user27787,3
Texashike212,user31202,5
Texashike20,user31202,4
Texashike74,user31202,5
Texashike301,user31202,5
Texashike214,user31202,3
Texashike434,user31202,4
Texashike20,user15149,5
Texashike301,user15149,5
Texashike20,user28779,4
Texashike97,user18056,3
Texashike25,user18056,5
Texashike212,user18056,5
Texashike20,user18056,5
Texashike34,user18056,4
Texashike301,user18056,5
Texashike25,user5452,5
Texashike20,user5452,5
Texashike34,user5452,4
Texashike301,user5452,5
Texashike25,user3609,5
Texashike212,user3609,5
Texashike20,user3609,5
Texashike34,user3609,4
Texashike673,user3609,4
Texashike98,user3609,5
Texashike434,user3609,5
Texashike803,user3609,5
Texashike367,user3609,5
Texashike476,user3609,5
Texashike414,user3609,5
Texashike20,user23235,5
Texashike367,user23235,5
Texashike680,user23235,5
Texashike702,user23235,4
Texashike20,user13852,5
Texashike214,user13852,5
Texashike258,user13852,5
Texashike20,user27721,5
Texashike20,user32030,4
Texashike20,user6891,5
Texashike214,user6891,5
Texashike147,user6891,5
Texashike20,user20509,5
Texashike34,user20509,5
Texashike214,user20509,5
Texashike98,user20509,5
Texashike419,user20509,5
Texashike258,user20509,5
Texashike212,user28603,5
Texashike20,user28603,5
Texashike74,user28603,5
Texashike301,user28603,1
Texashike214,user28603,2
Texashike524,user28603,5
Texashike434,user28603,5
Texashike583,user28603,4
Texashike717,user28603,4
Texashike20,user8194,5
Texashike301,user8194,5
Texashike20,user4299,4
Texashike301,user4299,4
Texashike214,user4299,3
Texashike98,user4299,2
Texashike146,user4299,2
Texashike434,user4299,3
Texashike635,user4299,4
Texashike20,user3708,4
Texashike491,user3708,4
Texashike583,user3708,3
Texashike20,user7089,5
Texashike89,user7089,5
Texashike459,user7089,5
Texashike502,user7089,3
Texashike147,user7089,5
Texashike323,user7089,5
Texashike20,user22921,5
Texashike291,user22921,5
Texashike197,user19069,5
Texashike20,user19069,5
Texashike129,user19069,5
Texashike782,user19069,5
Texashike717,user19069,5
Texashike921,user19069,5
Texashike20,user16918,5
Texashike20,user9101,4
Texashike260,user9101,3
Texashike736,user9101,5
Texashike20,user29060,5
Texashike20,user13376,4
Texashike491,user13376,3
Texashike580,user13376,4
Texashike25,user14455,5
Texashike20,user14455,5
Texashike212,user7310,5
Texashike20,user7310,5
Texashike74,user7310,4
Texashike301,user7310,3
Texashike502,user7310,3
Texashike367,user7310,4
Texashike984,user7310,4
Texashike25,user161,5
Texashike212,user161,5
Texashike20,user161,5
Texashike74,user161,1
Texashike301,user161,5
Texashike214,user161,5
Texashike673,user161,5
Texashike434,user161,5
Texashike782,user161,5
Texashike583,user161,4
Texashike636,user161,5
Texashike680,user161,5
Texashike717,user161,5
Texashike20,user14068,4
Texashike64,user14068,4
Texashike25,user31841,5
Texashike148,user31841,5
Texashike212,user31841,5
Texashike20,user31841,5
Texashike196,user31841,5
Texashike338,user31841,5
Texashike483,user31841,5
Texashike459,user31841,5
Texashike146,user31841,5
Texashike620,user31841,4
Texashike545,user31841,5
Texashike20,user24762,5
Texashike260,user24762,5
Texashike323,user24762,5
Texashike264,user24762,5
Texashike545,user24762,5
Texashike690,user24762,5
Texashike28,user19743,4
Texashike20,user19743,4
Texashike74,user19743,4
Texashike491,user19743,4
Texashike301,user19743,5
Texashike25,user17623,5
Texashike212,user17623,5
Texashike20,user17623,5
Texashike74,user17623,5
Texashike138,user29948,4
Texashike20,user29948,5
Texashike301,user29948,5
Texashike146,user29948,5
Texashike803,user29948,5
Texashike635,user29948,5
Texashike20,user31856,5
Texashike129,user31856,5
Texashike285,user31856,5
Texashike782,user31856,5
Texashike20,user10866,3
Texashike31,user28051,5
Texashike20,user28051,5
Texashike20,user29546,5
Texashike147,user29546,5
Texashike702,user29546,5
Texashike138,user29084,4
Texashike25,user29084,5
Texashike20,user29084,5
Texashike34,user29084,4
Texashike338,user29084,5
Texashike483,user29084,5
Texashike680,user29084,5
Texashike414,user29084,5
Texashike722,user2618,5
Texashike169,user2618,2
Texashike747,user2618,3
Texashike20,user2618,4
Texashike74,user2618,5
Texashike322,user2618,4
Texashike214,user2618,5
Texashike360,user2618,5
Texashike424,user2618,4
Texashike384,user2618,4
Texashike455,user2618,4
Texashike20,user21359,4
Texashike43,user21359,4
Texashike20,user21211,5
Texashike20,user686,5
Texashike34,user686,5
Texashike260,user686,5
Texashike901,user686,5
Texashike434,user686,5
Texashike20,user2027,5
Texashike129,user2027,5
Texashike98,user2027,4
Texashike419,user2027,3
Texashike20,user4419,5
Texashike49,user23401,5
Texashike20,user23401,3
Texashike67,user7835,4
Texashike20,user7835,5
Texashike449,user7835,5
Texashike25,user11905,5
Texashike20,user11905,5
Texashike74,user11905,5
Texashike301,user11905,5
Texashike370,user11905,4
Texashike568,user11905,4
Texashike264,user11905,2
Texashike772,user11905,5
Texashike836,user11905,5
Texashike545,user11905,3
Texashike717,user11905,4
Texashike20,user28128,4
Texashike20,user11394,4
Texashike74,user11394,4
Texashike212,user31487,5
Texashike20,user31487,5
Texashike25,user13143,4
Texashike212,user13143,5
Texashike20,user13143,4
Texashike74,user13143,5
Texashike301,user13143,5
Texashike214,user13143,5
Texashike434,user13143,5
Texashike138,user16576,3
Texashike212,user16576,4
Texashike20,user16576,4
Texashike389,user16576,4
Texashike748,user16576,4
Texashike545,user16576,3
Texashike968,user16576,3
Texashike25,user19290,5
Texashike20,user19290,5
Texashike301,user19290,5
Texashike138,user6859,2
Texashike20,user6859,3
Texashike367,user6859,4
Texashike20,user7395,5
Texashike138,user25640,5
Texashike25,user25640,5
Texashike20,user25640,5
Texashike73,user25640,5
Texashike129,user25640,5
Texashike434,user25640,5
Texashike635,user25640,5
Texashike20,user25555,5
Texashike212,user19513,5
Texashike20,user19513,3
Texashike214,user19513,5
Texashike673,user19513,5
Texashike434,user19513,3
Texashike717,user19513,5
Texashike279,user29639,4
Texashike20,user29639,5
Texashike60,user29639,3
Texashike291,user29639,3
Texashike138,user7402,3
Texashike20,user7402,5
Texashike34,user7402,5
Texashike98,user7402,3
Texashike423,user7402,5
Texashike370,user7402,4
Texashike476,user7402,4
Texashike281,user7402,4
Texashike414,user7402,5
Texashike836,user7402,5
Texashike983,user7402,3
Texashike958,user7402,4
Texashike20,user775,5
Texashike25,user23275,5
Texashike20,user23275,5
Texashike367,user23275,5
Texashike212,user12740,1
Texashike20,user12740,1
Texashike74,user12740,1
Texashike89,user12740,5
Texashike301,user12740,1
Texashike214,user12740,1
Texashike129,user12740,5
Texashike673,user12740,1
Texashike370,user12740,1
Texashike434,user12740,1
Texashike377,user12740,1
Texashike577,user12740,3
Texashike583,user12740,1
Texashike636,user12740,3
Texashike680,user12740,1
Texashike414,user12740,3
Texashike635,user12740,1
Texashike20,user25911,4
Texashike360,user25911,5
Texashike20,user19001,5
Texashike214,user19001,5
Texashike20,user22169,5
Texashike301,user22169,5
Texashike214,user22169,5
Texashike56,user3257,4
Texashike25,user3257,4
Texashike148,user3257,4
Texashike617,user3257,5
Texashike20,user3257,3
Texashike82,user3257,5
Texashike74,user3257,4
Texashike491,user3257,4
Texashike89,user3257,4
Texashike794,user3257,4
Texashike132,user3257,4
Texashike134,user3257,4
Texashike453,user3257,5
Texashike214,user3257,4
Texashike483,user3257,1
Texashike98,user3257,3
Texashike146,user3257,4
Texashike377,user3257,4
Texashike583,user3257,5
Texashike264,user3257,5
Texashike723,user3257,4
Texashike20,user18777,5
Texashike148,user9501,4
Texashike20,user9501,5
Texashike214,user9501,5
Texashike459,user9501,5
Texashike782,user9501,4
Texashike367,user9501,5
Texashike25,user14907,5
Texashike20,user14907,5
Texashike129,user14907,5
Texashike935,user14907,3
Texashike367,user14907,5
Texashike636,user14907,5
Texashike138,user28903,5
Texashike25,user28903,5
Texashike20,user28903,5
Texashike301,user28903,4
Texashike98,user28903,5
Texashike264,user28903,5
Texashike212,user19943,5
Texashike20,user19943,5
Texashike34,user19943,5
Texashike483,user19943,5
Texashike260,user19943,5
Texashike20,user4967,4
Texashike673,user4967,5
Texashike212,user2215,5
Texashike20,user2215,4
Texashike20,user8048,5
Texashike25,user27670,4
Texashike148,user27670,5
Texashike617,user27670,5
Texashike212,user27670,5
Texashike20,user27670,5
Texashike264,user27670,3
Texashike772,user27670,5
Texashike545,user27670,4
Texashike690,user27670,4
Texashike20,user4134,5
Texashike25,user30881,4
Texashike20,user30881,5
Texashike20,user17519,4
Texashike124,user17519,4
Texashike150,user27452,5
Texashike25,user27452,5
Texashike20,user27452,5
Texashike74,user27452,5
Texashike301,user27452,5
Texashike214,user27452,4
Texashike147,user27452,4
Texashike264,user27452,5
Texashike702,user27452,5
Texashike25,user27661,3
Texashike212,user27661,3
Texashike20,user27661,4
Texashike214,user27661,3
Texashike434,user27661,4
Texashike583,user27661,3
Texashike680,user27661,5
Texashike28,user8278,5
Texashike25,user8278,5
Texashike20,user8278,5
Texashike34,user8278,5
Texashike89,user8278,4
Texashike301,user8278,5
Texashike129,user8278,5
Texashike254,user8278,5
Texashike146,user8278,5
Texashike147,user8278,4
Texashike377,user8278,5
Texashike367,user8278,5
Texashike583,user8278,5
Texashike651,user8278,5
Texashike414,user8278,5
Texashike635,user8278,5
Texashike33,user12263,5
Texashike20,user12263,5
Texashike323,user12263,5
Texashike998,user12263,5
Texashike212,user5671,4
Texashike20,user5671,4
Texashike434,user5671,4
Texashike20,user19231,4
Texashike20,user11175,5
Texashike389,user11175,5
Texashike96,user11175,3
Texashike326,user11175,4
Texashike426,user11175,3
Texashike897,user11175,2
Texashike166,user6788,4
Texashike395,user6788,5
Texashike20,user6788,5
Texashike74,user6788,5
Texashike20,user2103,5
Texashike214,user2103,5
Texashike20,user715,4
Texashike20,user11864,5
Texashike20,user24644,5
Texashike254,user24644,5
Texashike323,user24644,5
Texashike258,user24644,5
Texashike20,user16038,4
Texashike138,user17399,4
Texashike658,user17399,5
Texashike20,user17399,5
Texashike686,user17399,4
Texashike20,user18102,4
Texashike136,user27843,3
Texashike212,user27843,4
Texashike20,user27843,5
Texashike74,user27843,4
Texashike414,user27843,5
Texashike144,user23411,3
Texashike25,user23411,4
Texashike20,user23411,4
Texashike389,user23411,4
Texashike73,user23411,3
Texashike66,user23411,3
Texashike20,user24147,5
Texashike568,user24147,4
Texashike20,user18118,5
Texashike20,user20365,4
Texashike202,user20365,5
Texashike44,user14605,4
Texashike20,user14605,5
Texashike389,user14605,5
Texashike45,user14605,4
Texashike375,user14605,4
Texashike635,user14605,5
Texashike20,user427,3
Texashike20,user24573,4
Texashike20,user6532,5
Texashike20,user27997,5
Texashike20,user29428,5
Texashike34,user29428,5
Texashike146,user29428,5
Texashike20,user2055,4
Texashike20,user19222,5
Texashike20,user11986,3
Texashike20,user25316,5
Texashike59,user25316,5
Texashike264,user25316,5
Texashike25,user30062,5
Texashike20,user30062,5
Texashike20,user28850,5
Texashike20,user11621,5
Texashike20,user29413,5
Texashike28,user25278,5
Texashike20,user25278,5
Texashike74,user25278,5
Texashike328,user25278,5
Texashike98,user25278,5
Texashike323,user25278,4
Texashike836,user25278,5
Texashike702,user25278,5
Texashike20,user24962,5
Texashike74,user24962,5
Texashike166,user21093,5
Texashike20,user21093,4
Texashike20,user17503,3
Texashike562,user17503,3
Texashike483,user17503,3
Texashike20,user19135,5
Texashike97,user32103,4
Texashike287,user32103,3
Texashike28,user32103,5
Texashike315,user32103,3
Texashike131,user32103,4
Texashike102,user32103,4
Texashike747,user32103,4
Texashike20,user32103,3
Texashike668,user32103,4
Texashike563,user32103,3
Texashike35,user32103,4
Texashike117,user32103,4
Texashike775,user32103,5
Texashike938,user32103,3
Texashike559,user32103,4
Texashike297,user32103,4
Texashike565,user32103,4
Texashike501,user32103,3
Texashike875,user32103,4
Texashike455,user32103,4
Texashike20,user17981,4
Texashike34,user17981,4
Texashike117,user17981,5
Texashike214,user17981,4
Texashike98,user17981,3
Texashike147,user17981,4
Texashike323,user17981,4
Texashike264,user17981,3
Texashike281,user17981,3
Texashike20,user19270,4
Texashike434,user19270,5
Texashike25,user8220,5
Texashike212,user8220,5
Texashike20,user8220,5
Texashike214,user8220,5
Texashike370,user8220,5
Texashike25,user3301,5
Texashike20,user3301,5
Texashike74,user3301,5
Texashike89,user3301,5
Texashike20,user10825,4
Texashike370,user10825,3
Texashike20,user27777,5
Texashike117,user27777,5
Texashike576,user27777,5
Texashike863,user27777,4
Texashike20,user2602,4
Texashike148,user6744,5
Texashike20,user6744,5
Texashike214,user6744,5
Texashike782,user6744,5
Texashike20,user7764,4
Texashike20,user27229,5
Texashike80,user27229,5
Texashike28,user7965,4
Texashike166,user7965,3
Texashike20,user7965,4
Texashike74,user7965,5
Texashike20,user2427,5
Texashike164,user2427,4
Texashike36,user2427,3
Texashike123,user2427,3
Texashike147,user2427,4
Texashike25,user31180,5
Texashike20,user31180,5
Texashike214,user31180,5
Texashike782,user31180,5
Texashike20,user17446,4
Texashike44,user10836,5
Texashike20,user10836,5
Texashike21,user10836,3
Texashike20,user7128,5
Texashike20,user16096,5
Texashike34,user16096,5
Texashike228,user16096,1
Texashike20,user7512,3
Texashike294,user7512,3
Texashike20,user18757,5
Texashike20,user19995,5
Texashike212,user1572,5
Texashike20,user1572,5
Texashike98,user1572,5
Texashike169,user24347,4
Texashike20,user24347,5
Texashike754,user24347,5
Texashike703,user24347,5
Texashike166,user13846,5
Texashike20,user13846,5
Texashike117,user13846,5
Texashike299,user13846,5
Texashike20,user17330,5
Texashike20,user28736,4
Texashike138,user13758,5
Texashike20,user13758,5
Texashike20,user17078,4
Texashike25,user29406,4
Texashike20,user29406,5
Texashike20,user4573,4
Texashike74,user4573,4
Texashike20,user163,5
Texashike20,user14043,4
Texashike20,user30870,5
Texashike121,user30870,5
Texashike20,user31211,4
Texashike491,user31211,4
Texashike214,user31211,4
Texashike25,user18142,5
Texashike212,user18142,5
Texashike20,user18142,5
Texashike74,user18142,5
Texashike301,user18142,5
Texashike375,user18142,4
Texashike20,user31998,5
Texashike20,user22694,4
Texashike20,user24944,5
Texashike294,user24944,5
Texashike89,user24944,5
Texashike147,user24944,5
Texashike20,user5882,4
Texashike20,user8344,5
Texashike20,user5101,3
Texashike29,user5101,5
Texashike104,user5101,5
Texashike20,user20232,5
Texashike749,user20232,5
Texashike20,user15378,3
Texashike20,user15447,5
Texashike20,user19871,5
Texashike20,user25764,5
Texashike131,user27027,4
Texashike20,user27027,4
Texashike214,user27027,5
Texashike323,user27027,4
Texashike419,user27027,3
Texashike264,user27027,2
Texashike20,user9207,5
Texashike196,user9207,5
Texashike20,user6739,4
Texashike20,user568,4
Texashike20,user18247,5
Texashike20,user9777,5
Texashike20,user31765,5
Texashike20,user24450,4
Texashike214,user24450,5
Texashike20,user14214,3
Texashike20,user2357,4
Texashike20,user18033,3
Texashike20,user13892,5
Texashike20,user8040,4
Texashike148,user25154,4
Texashike20,user25154,4
Texashike20,user27923,5
Texashike20,user20429,4
Texashike22,user20429,4
Texashike20,user1537,3
Texashike279,user12402,5
Texashike20,user12402,5
Texashike20,user6864,4
Texashike31,user20465,5
Texashike28,user20465,5
Texashike25,user20465,4
Texashike148,user20465,4
Texashike747,user20465,4
Texashike20,user20465,4
Texashike214,user20465,4
Texashike419,user20465,3
Texashike583,user20465,4
Texashike20,user3952,5
Texashike20,user29110,5
Texashike389,user12187,1
Texashike21,user12187,5
Texashike305,user12187,4
Texashike470,user12187,5
Texashike321,user12187,5
Texashike859,user12187,5
Texashike343,user8457,4
Texashike21,user8457,4
Texashike21,user9600,5
Texashike44,user17079,5
Texashike556,user17079,3
Texashike103,user17079,5
Texashike21,user17079,3
Texashike654,user17079,4
Texashike21,user6981,4
Texashike604,user6981,2
Texashike21,user21995,3
Texashike44,user13720,4
Texashike99,user13720,3
Texashike75,user13720,5
Texashike45,user13720,4
Texashike21,user13720,3
Texashike37,user23551,5
Texashike171,user23551,5
Texashike21,user23551,3
Texashike355,user23551,4
Texashike265,user23551,5
Texashike21,user7976,4
Texashike21,user20984,5
Texashike21,user8880,5
Texashike21,user13589,5
Texashike305,user13589,5
Texashike321,user13589,4
Texashike401,user13589,5
Texashike21,user15003,4
Texashike21,user14864,5
Texashike21,user9906,5
Texashike23,user11558,5
Texashike83,user11558,5
Texashike21,user11558,4
Texashike21,user17717,5
Texashike21,user21631,5
Texashike21,user16731,5
Texashike81,user4929,5
Texashike21,user4929,4
Texashike21,user22383,5
Texashike21,user10081,5
Texashike21,user7796,5
Texashike21,user27498,5
Texashike21,user22588,5
Texashike103,user26742,5
Texashike21,user26742,5
Texashike44,user28353,4
Texashike119,user28353,5
Texashike81,user28353,5
Texashike21,user28353,5
Texashike580,user28353,4
Texashike44,user314,4
Texashike389,user314,5
Texashike145,user314,1
Texashike21,user314,5
Texashike21,user30466,5
Texashike33,user916,4
Texashike27,user916,4
Texashike122,user916,3
Texashike810,user916,3
Texashike21,user916,4
Texashike761,user916,5
Texashike21,user16210,4
Texashike21,user166,3
Texashike21,user21157,5
Texashike96,user20764,5
Texashike21,user20764,4
Texashike428,user20764,5
Texashike96,user19719,4
Texashike252,user19719,1
Texashike312,user19719,3
Texashike21,user19719,5
Texashike21,user18077,3
Texashike21,user25106,4
Texashike141,user10530,5
Texashike45,user10530,3
Texashike21,user10530,4
Texashike139,user10530,5
Texashike21,user12020,4
Texashike54,user29229,4
Texashike21,user29229,1
Texashike21,user13532,5
Texashike21,user28193,4
Texashike21,user5135,4
Texashike21,user30945,4
Texashike27,user9751,4
Texashike40,user9751,4
Texashike21,user9751,3
Texashike389,user28102,3
Texashike21,user28102,3
Texashike44,user16648,4
Texashike389,user16648,5
Texashike46,user16648,4
Texashike21,user16648,3
Texashike45,user30369,4
Texashike21,user30369,4
Texashike44,user15790,3
Texashike21,user15790,5
Texashike454,user15790,5
Texashike21,user13057,5
Texashike21,user25101,4
Texashike30,user14194,4
Texashike40,user14194,4
Texashike35,user14194,4
Texashike61,user14194,5
Texashike171,user14194,4
Texashike21,user14194,4
Texashike142,user14194,2
Texashike389,user2595,5
Texashike21,user2595,5
Texashike21,user2804,4
Texashike21,user11188,4
Texashike21,user18424,4
Texashike21,user13924,4
Texashike21,user3091,3
Texashike21,user16063,5
Texashike21,user22045,5
Texashike366,user22045,4
Texashike389,user28050,4
Texashike21,user28050,4
Texashike641,user11150,1
Texashike21,user11150,2
Texashike54,user5327,5
Texashike21,user5327,3
Texashike21,user31064,5
Texashike21,user25613,3
Texashike538,user24622,3
Texashike389,user24622,5
Texashike132,user24622,5
Texashike21,user24622,4
Texashike41,user7294,5
Texashike279,user7294,5
Texashike222,user7294,5
Texashike60,user7294,4
Texashike195,user7294,5
Texashike21,user7294,5
Texashike77,user7294,5
Texashike21,user22754,5
Texashike27,user15490,3
Texashike122,user15490,5
Texashike810,user15490,5
Texashike46,user15490,3
Texashike21,user15490,3
Texashike27,user20095,3
Texashike122,user20095,5
Texashike810,user20095,4
Texashike46,user20095,4
Texashike21,user20095,3
Texashike21,user116,3
Texashike923,user4782,5
Texashike749,user4782,3
Texashike331,user4782,4
Texashike21,user4782,4
Texashike842,user4782,2
Texashike21,user22784,4
Texashike878,user22784,1
Texashike41,user12168,5
Texashike97,user12168,4
Texashike69,user12168,3
Texashike32,user12168,3
Texashike60,user12168,5
Texashike73,user12168,4
Texashike21,user12168,4
Texashike21,user17716,2
Texashike21,user15641,5
Texashike23,user13906,5
Texashike31,user13906,4
Texashike41,user13906,3
Texashike125,user13906,4
Texashike32,user13906,3
Texashike21,user13906,3
Texashike435,user13906,4
Texashike34,user8639,3
Texashike21,user8639,5
Texashike21,user28225,4
Texashike21,user1659,5
Texashike71,user3222,4
Texashike21,user3222,4
Texashike21,user11673,4
Texashike21,user13290,4
Texashike96,user25721,3
Texashike35,user25721,4
Texashike21,user25721,4
Texashike27,user18445,3
Texashike122,user18445,4
Texashike810,user18445,3
Texashike894,user18445,5
Texashike21,user18445,5
Texashike145,user3669,3
Texashike21,user3669,5
Texashike403,user3669,5
Texashike21,user36,5
Texashike21,user26155,5
Texashike21,user23834,5
Texashike305,user23834,5
Texashike470,user23834,4
Texashike859,user23834,4
Texashike21,user5187,5
Texashike75,user26084,5
Texashike21,user26084,5
Texashike21,user21698,4
Texashike382,user21698,5
Texashike604,user21698,5
Texashike177,user21698,4
Texashike21,user23034,4
Texashike21,user28630,4
Texashike21,user12719,5
Texashike21,user15695,5
Texashike305,user15695,5
Texashike21,user26817,4
Texashike96,user11224,5
Texashike334,user11224,4
Texashike21,user11224,5
Texashike181,user11224,5
Texashike226,user11224,5
Texashike797,user11224,5
Texashike21,user26209,3
Texashike321,user26209,4
Texashike21,user19196,5
Texashike65,user19196,5
Texashike21,user22249,5
Texashike44,user11420,5
Texashike21,user11420,5
Texashike21,user4898,5
Texashike44,user20433,5
Texashike62,user20433,5
Texashike21,user20433,4
Texashike401,user20433,5
Texashike573,user20433,4
Texashike125,user15642,4
Texashike38,user15642,5
Texashike21,user15642,4
Texashike403,user15642,4
Texashike75,user28398,5
Texashike21,user28398,5
Texashike573,user28398,4
Texashike21,user20602,5
Texashike21,user17071,4
Texashike21,user30477,4
Texashike64,user9561,5
Texashike124,user9561,5
Texashike21,user9561,4
Texashike421,user9561,5
Texashike619,user9561,4
Texashike44,user6787,5
Texashike141,user6787,5
Texashike21,user6787,5
Texashike244,user11339,5
Texashike21,user11339,5
Texashike21,user21191,4
Texashike21,user14507,5
Texashike21,user12655,4
Texashike670,user12655,3
Texashike162,user12655,5
Texashike321,user12655,5
Texashike600,user12655,5
Texashike83,user3314,3
Texashike62,user3314,3
Texashike389,user3314,5
Texashike38,user3314,5
Texashike59,user3314,4
Texashike79,user3314,5
Texashike46,user3314,4
Texashike170,user3314,5
Texashike21,user3314,4
Texashike670,user3314,3
Texashike768,user3314,5
Texashike509,user3314,5
Texashike65,user3314,5
Texashike307,user3314,5
Texashike362,user3314,5
Texashike604,user3314,5
Texashike412,user3314,5
Texashike612,user3314,5
Texashike170,user26557,3
Texashike21,user26557,5
Texashike305,user26557,5
Texashike139,user26557,5
Texashike470,user26557,4
Texashike21,user31960,4
Texashike21,user27775,5
Texashike62,user30065,4
Texashike126,user30065,5
Texashike21,user30065,3
Texashike854,user30065,5
Texashike640,user30065,4
Texashike21,user28788,4
Texashike670,user28788,3
Texashike321,user28788,5
Texashike28,user1093,5
Texashike125,user1093,4
Texashike389,user1093,5
Texashike87,user1093,5
Texashike88,user1093,5
Texashike21,user1093,5
Texashike470,user1093,5
Texashike321,user1093,5
Texashike21,user24316,3
Texashike65,user24316,3
Texashike21,user25416,5
Texashike21,user4535,5
Texashike44,user14631,5
Texashike21,user14631,5
Texashike305,user14631,5
Texashike66,user14631,5
Texashike162,user14631,5
Texashike817,user14631,5
Texashike24,user2447,4
Texashike21,user2447,5
Texashike44,user13474,4
Texashike21,user13474,4
Texashike62,user6649,5
Texashike21,user6649,5
Texashike161,user16526,5
Texashike389,user16526,5
Texashike54,user16526,5
Texashike21,user16526,5
Texashike321,user16526,5
Texashike21,user20131,3
Texashike21,user6101,4
Texashike21,user20364,4
Texashike612,user20364,3
Texashike31,user16089,4
Texashike44,user16089,5
Texashike389,user16089,5
Texashike222,user16089,4
Texashike73,user16089,5
Texashike39,user16089,4
Texashike45,user16089,4
Texashike21,user16089,5
Texashike77,user16089,4
Texashike44,user22958,5
Texashike411,user22958,4
Texashike21,user22958,4
Texashike849,user22958,4
Texashike21,user740,5
Texashike401,user740,4
Texashike45,user2492,3
Texashike21,user2492,5
Texashike21,user26854,4
Texashike21,user19784,5
Texashike151,user1894,5
Texashike869,user1894,5
Texashike45,user1894,5
Texashike21,user1894,5
Texashike21,user7708,5
Texashike21,user14649,5
Texashike71,user28773,4
Texashike38,user28773,5
Texashike99,user28773,5
Texashike22,user28773,4
Texashike213,user28773,4
Texashike21,user28773,4
Texashike247,user28773,3
Texashike86,user28773,4
Texashike207,user28773,4
Texashike366,user28773,4
Texashike177,user28773,5
Texashike69,user1713,4
Texashike62,user1713,4
Texashike75,user1713,4
Texashike312,user1713,4
Texashike81,user1713,5
Texashike21,user1713,5
Texashike362,user1713,4
Texashike454,user1713,4
Texashike697,user1713,4
Texashike21,user15393,4
Texashike48,user5575,4
Texashike21,user5575,4
Texashike321,user5575,4
Texashike557,user5575,4
Texashike995,user5575,3
Texashike21,user27538,5
Texashike321,user27538,4
Texashike401,user27538,5
Texashike44,user14854,3
Texashike151,user14854,4
Texashike62,user14854,3
Texashike38,user14854,5
Texashike145,user14854,5
Texashike45,user14854,4
Texashike21,user14854,3
Texashike362,user14854,4
Texashike242,user14854,4
Texashike817,user14854,5
Texashike21,user6449,4
Texashike195,user18105,3
Texashike21,user18105,4
Texashike21,user23029,4
Texashike21,user26641,4
Texashike21,user30722,5
Texashike46,user24729,5
Texashike21,user24729,4
Texashike65,user24729,5
Texashike21,user21463,4
Texashike21,user372,4
